series_id,fund_name,registrant,adviser,tickers,first_year,last_year,years,fund_of_funds,net_assets_last,terminated,type,transparent,confidence,note
S000076580,AXS De-SPAC ETF,INVESTMENT MANAGERS SERIES TRUST II,,DSPC,2022,2022,1,,1533117,,equity_longonly,Y,medium,de-SPAC equity basket
S000076584,AXS Short De-SPAC Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,SOGU,2022,2023,2,,16708993,,leveraged_inverse,Y,high,-1X daily
S000076585,Tradr 1X Short Innovation Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,SARK,2022,2026,5,,68275189,,leveraged_inverse,Y,high,-1X daily
S000076599,Gabelli Global Technology Leaders ETF,Gabelli ETFs Trust,,GGTL,2022,2025,4,,5993106,,equity_longonly,Y,high,Gabelli tech equities
S000076601,ProShares Short Bitcoin Strategy ETF,ProShares Trust,,BITI,2023,2023,1,,100813119,,leveraged_inverse,Y,medium,"daily -1x, bitcoin futures underlying"
S000076613,IQ MacKay Multi-Sector Income ETF,IndexIQ Active ETF Trust,,MMSB,2023,2023,1,,24150565,,fixed_income,Y,high,multi-sector income
S000076639,Dimensional US Sustainability Core 1 ETF,Dimensional ETF Trust,,DFSU,2023,2025,3,,1445525559.96,,equity_longonly,Y,high,Dimensional; US core equity
S000076640,Dimensional International Sustainability Core 1 ETF,Dimensional ETF Trust,,DFSI,2023,2025,3,,683191744.576154,,equity_longonly,Y,high,Dimensional; intl core equity
S000076641,Dimensional Emerging Markets Sustainability Core 1 ETF,Dimensional ETF Trust,,DFSE,2023,2025,3,,383153309.67,,equity_longonly,Y,high,Dimensional; EM core equity
S000076642,Dimensional Global Sustainability Fixed Income ETF,Dimensional ETF Trust,,DFSB,2023,2025,3,,464909037.26,,fixed_income,Y,high,global sustainability fixed income
S000076645,Day Hagan Smart Sector International ETF,Strategy Shares,,SSXU,2023,2025,3,Y,36567382.15,,allocation_fof,Y,high,sector ETF fof; fof flag
S000076657,Touchstone Dividend Select ETF,Touchstone ETF Trust,,DVND,2022,2025,4,,36070300,,equity_longonly,Y,high,Touchstone; dividend equity
S000076658,Touchstone Strategic Income ETF,Touchstone ETF Trust,,SIO,2022,2025,4,,201969655,,fixed_income,Y,high,strategic income
S000076659,Touchstone US Large Cap Focused ETF,Touchstone ETF Trust,,LCF,2022,2025,4,,48273610,,equity_longonly,Y,high,large cap focused equity
S000076660,Touchstone Ultra Short Income ETF,Touchstone ETF Trust,,TUSI,2022,2025,4,,182875530,,fixed_income,Y,high,ultra short income
S000076676,SGI Dynamic Tactical ETF,"RBB Fund, Inc.",,DYTA,2023,2024,2,Y,83975974,,allocation_fof,Y,high,FoF flag; SGI tactical multi-asset
S000076677,SGI U.S. Large Cap Core ETF,"RBB Fund, Inc.",,SGLC,2023,2024,2,,93586967,,equity_longonly,Y,high,large cap core equity
S000076705,RiverNorth Enhanced Pre-Merger SPAC ETF,Listed Funds Trust,,SPCZ,2022,2024,3,,5223648,,equity_longonly,Y,low,enhanced pre-merger SPAC
S000076755,Matthews Emerging Markets Equity Active ETF,Matthews International Funds,,MEM,2022,2025,4,,42758060.14,,equity_longonly,Y,high,Matthews active equity
S000076756,Matthews Asia Innovators Active ETF,Matthews International Funds,,MINV,2022,2025,4,,67636730.32,,equity_longonly,Y,high,Matthews active equity
S000076757,Matthews China Active ETF,Matthews International Funds,,MCH,2022,2025,4,,26770284.46,,equity_longonly,Y,high,Matthews active equity
S000076784,Simplify Bitcoin Strategy PLUS Income ETF,Simplify Exchange Traded Funds,,MAXI,2023,2025,3,,40605649,,crypto_digital,Y,high,Simplify bitcoin strategy + income
S000076789,Defiance Daily Short Digitizing the Economy ETF,ETF Series Solutions,,IBIT,2022,2022,1,,823719,,leveraged_inverse,Y,high,Defiance daily short
S000076804,Carbon Collective Climate Solutions U.S. Equity ETF,Tidal Trust II,,CCSO,2023,2024,2,,23354140.83,,equity_longonly,Y,high,climate solutions equity
S000076808,iShares FinTech Active ETF,BlackRock ETF Trust,,BPAY,2023,2025,3,,6408535.5876923,,equity_longonly,Y,high,iShares thematic fintech equity
S000076848,Horizon Kinetics Blockchain Development ETF,Listed Funds Trust,,BCDF,2022,2025,4,,16950585,,equity_longonly,Y,medium,blockchain-related equities
S000076870,Inspire Fidelis Multi Factor ETF,Northern Lights Fund Trust IV,,FDLS,2022,2024,3,,83139250.36625683,,equity_longonly,Y,high,Inspire; multifactor equity
S000076879,AB Tax-Aware Short Duration Municipal ETF,"AB Active ETFs, Inc.",,TAFI,2022,2025,4,,794493086.07384615,,fixed_income,Y,high,municipal
S000076880,AB Ultra Short Income ETF,"AB Active ETFs, Inc.",,YEAR,2022,2025,4,,1365355914.10692307,,fixed_income,Y,high,ultra short income
S000076891,Reverb ETF,Advisors Series Trust,,RVRB,2023,2025,3,,4433020.33,,equity_longonly,Y,high,looked up; sentiment-weighted large cap
S000077042,Innovator Uncapped Accelerated U.S. Equity ETF,Innovator ETFs Trust,,XUSP,2022,2025,4,,45441006.3471233,,equity_options,Y,high,Innovator uncapped accelerated
S000077050,T. Rowe Price Floating Rate ETF,"T. Rowe Price Exchange-Traded Funds, Inc.",,TFLR,2023,2025,3,,221330129,,fixed_income,Y,high,floating rate loans
S000077051,T. Rowe Price U.S. High Yield ETF,"T. Rowe Price Exchange-Traded Funds, Inc.",,THYF,2023,2025,3,,361321292,,fixed_income,Y,high,high yield
S000077070,JPMorgan Active Growth ETF,J.P. Morgan Exchange-Traded Fund Trust,,JGRO,2023,2025,3,,4098857755.55,,equity_longonly,Y,high,JPM active growth
S000077093,Harbor International Compounders ETF,Harbor ETF Trust,,OSEA,2022,2025,4,,411026352.31,,equity_longonly,Y,high,Harbor international equity
S000077095,EA Bridgeway Blue Chip ETF,EA Series Trust,,BBLU,2023,2025,3,,225186133.669,,equity_longonly,Y,high,Bridgeway blue chip stocks
S000077110,Distillate Small/Mid Cash Flow ETF,ETF Series Solutions,,DSMC,2023,2024,2,,65552039.816,,equity_longonly,Y,high,Distillate; cash-flow equity
S000077117,Innovator Equity Managed Floor ETF,Innovator ETFs Trust,,SFLR,2023,2025,3,,803745498.442082,,equity_options,Y,high,Innovator managed floor
S000077118,Innovator Nasdaq-100 Managed Floor ETF,Innovator ETFs Trust,,QFLR,2024,2025,2,,288883838.683781,,equity_options,Y,high,Innovator managed floor
S000077125,Strive 500 ETF,EA Series Trust,,STRV,2023,2023,1,,129482930.7,,equity_longonly,Y,high,Strive equity
S000077126,Strive U.S. Energy ETF,EA Series Trust,,DRLL,2023,2023,1,,351325225.8,,equity_longonly,Y,high,energy sector equity
S000077127,Strive U.S. Semiconductor ETF,EA Series Trust,,SHOC,2023,2023,1,,20703047.17,,equity_longonly,Y,high,semiconductor equity
S000077137,Putnam BDC Income ETF,Putnam ETF Trust,,PBDC,2023,2025,3,,128433981.37,,equity_longonly,Y,medium,portfolio of BDC common shares (equity securities)
S000077138,Putnam BioRevolution ETF,Putnam ETF Trust,,SYNB,2023,2025,3,,5357964,,equity_longonly,Y,high,thematic equity
S000077139,Putnam Emerging Markets ex-China ETF,Putnam ETF Trust,,PEMX,2024,2025,2,,7902283,,equity_longonly,Y,high,EM ex-China equity
S000077171,US Treasury 10 Year Note ETF,"RBB Fund, Inc.",,UTEN,2022,2023,2,,22157734,,fixed_income,Y,high,single treasury note
S000077172,US Treasury 3 Year Note ETF,"RBB Fund, Inc.",,UTRE,2023,2023,1,,1436616,,fixed_income,Y,high,single treasury note
S000077173,US Treasury 12 Month Bill ETF,"RBB Fund, Inc.",,OBIL,2023,2023,1,,65430074,,fixed_income,Y,high,treasury bills
S000077174,US Treasury 2 Year Note ETF,"RBB Fund, Inc.",,UTWO,2022,2023,2,,240291266,,fixed_income,Y,high,single treasury note
S000077175,US Treasury 20 Year Bond ETF,"RBB Fund, Inc.",,UTWY,2023,2023,1,,1241937,,fixed_income,Y,high,single treasury bond
S000077176,US Treasury 3 Month Bill ETF,"RBB Fund, Inc.",,TBIL,2022,2023,2,,564774285,,fixed_income,Y,high,treasury bills
S000077177,US Treasury 30 Year Bond ETF,"RBB Fund, Inc.",,UTHY,2023,2023,1,,2236816,,fixed_income,Y,high,single treasury bond
S000077178,US Treasury 5 Year Note ETF,"RBB Fund, Inc.",,UFIV,2023,2023,1,,1762394,,fixed_income,Y,high,single treasury note
S000077179,US Treasury 6 Month Bill ETF,"RBB Fund, Inc.",,XBIL,2023,2023,1,,135245211,,fixed_income,Y,high,6-month treasury bill
S000077180,US Treasury 7 Year Note ETF,"RBB Fund, Inc.",,USVN,2023,2023,1,,984305,,fixed_income,Y,high,single treasury note
S000077183,AdvisorShares MSOS Daily Leveraged ETF,AdvisorShares Trust,,MSOX,2023,2025,3,,31348266,,leveraged_inverse,Y,high,AdvisorShares daily leveraged
S000077192,NEOS Enhanced Income Aggregate Bond ETF,NEOS ETF Trust,,BNDI,2023,2025,3,Y,50544493,,fixed_income,Y,high,"aggregate bond + option income, fof=Y"
S000077193,NEOS Enhanced Income 1-3 Month T-Bill ETF,NEOS ETF Trust,,CSHI,2023,2025,3,,497563989,,fixed_income,Y,high,"T-bill + option income, bond underlying"
S000077194,NEOS S&P 500(R) High Income ETF,NEOS ETF Trust,,SPYI,2023,2025,3,,2406149601,,equity_options,Y,high,NEOS index option income
S000077243,Main BuyWrite ETF,Northern Lights Fund Trust IV,,BUYW,2022,2025,4,Y,692078120.53,,equity_options,Y,high,buy-write overlay
S000077245,Amplify International Enhanced Dividend Income ETF,Amplify ETF Trust,,IDVO,2022,2024,3,,22509904,,equity_options,Y,high,"Amplify CWP enhanced dividend income, covered calls"
S000077252,NightShares 500 1x/1.5x ETF,Unified Series Trust,,NSPL,2023,2023,1,,5707977.5,,leveraged_inverse,Y,medium,NightShares 1x/1.5x overnight leverage
S000077261,OneAscent Emerging Markets ETF,Unified Series Trust,,OAEM,2023,2025,3,,55445787.37,,equity_longonly,Y,high,OneAscent EM equity
S000077262,OneAscent International Equity ETF,Unified Series Trust,,OAIM,2023,2025,3,,169073320.33,,equity_longonly,Y,high,OneAscent international equity
S000077281,Invesco Agriculture Commodity Strategy No K-1 ETF,Invesco Actively Managed Exchange-Traded Commodity Fund Trust,,PDBA,2022,2025,4,,64814286.81833333,,commodity_futures,Y,high,"agriculture commodity futures, no K-1"
S000077297,Putnam ESG Core Bond ETF,Putnam ETF Trust,,PCRB,2023,2025,3,,663363757.29,,fixed_income,Y,high,core bond
S000077298,Putnam ESG High Yield ETF,Putnam ETF Trust,,PHYD,2023,2025,3,,159500336,,fixed_income,Y,high,high yield bond
S000077299,Putnam ESG Ultra Short ETF,Putnam ETF Trust,,PULT,2023,2025,3,,107118024,,fixed_income,Y,high,ultra short bond
S000077300,Putnam Panagora ESG Emerging Markets Equity ETF,Putnam ETF Trust,,PPEM,2023,2025,3,,33679423.22,,equity_longonly,Y,high,ESG EM equity
S000077301,Putnam Panagora ESG International Equity ETF,Putnam ETF Trust,,PPIE,2023,2025,3,,203743318.05,,equity_longonly,Y,high,ESG international equity
S000077313,Strive Emerging Markets Ex-China ETF,EA Series Trust,,STXE,2023,2023,1,,126383047.3,,equity_longonly,Y,high,Strive EM equity
S000077333,Unlimited HFND Multi-Strategy Return Tracker ETF,Tidal Trust I,,HFND,2023,2025,3,,31656550.41,,allocation_fof,Y,medium,Unlimited; multi-strategy HF replicator
S000077392,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September,First Trust Exchange-Traded Fund VIII,,XSEP,2023,2025,3,,124791319.82,,equity_options,Y,high,FT Vest enhance & moderate buffer
S000077398,AXS Green Alpha ETF,INVESTMENT MANAGERS SERIES TRUST II,,NXTE,2023,2026,4,,43099139,,equity_longonly,Y,high,AXS thematic/ESG equity
S000077441,John Hancock U.S. High Dividend ETF,John Hancock Exchange-Traded Fund Trust,,JHDV,2023,2026,4,,8616434,,equity_longonly,Y,high,high dividend equity
S000077457,Kovitz Core Equity ETF,Valued Advisers Trust,,EQTY,2023,2025,3,,1219609107.17,,equity_longonly,Y,high,Kovitz; core equity
S000077466,TCW Transform Supply Chain ETF,TCW ETF Trust,,SUPP,2023,2025,3,,14278064.86,,equity_longonly,Y,high,thematic equity
S000077468,Neuberger Berman Commodity Strategy ETF,Neuberger Berman ETF Trust,,NBCM,2023,2025,3,,221452892.68076923,,commodity_futures,Y,high,commodity strategy
S000077479,FT Vest Rising Dividend Achievers Target Income ETF,First Trust Exchange-Traded Fund IV,,RDVI,2022,2025,4,,1913553983.01,,equity_options,Y,high,FT Vest target income overlay
S000077485,Avantis Inflation Focused Equity ETF,AMERICAN CENTURY ETF TRUST,,AVIE,2023,2024,2,,4286822.35615385,,equity_longonly,Y,high,Avantis systematic equity
S000077486,Avantis All Equity Markets ETF,AMERICAN CENTURY ETF TRUST,,AVGE,2023,2024,2,Y,311259753.573077,,allocation_fof,Y,high,"Avantis ETF-of-ETFs, fof=Y"
S000077487,American Century Short Duration Strategic Income ETF,AMERICAN CENTURY ETF TRUST,,SDSI,2023,2024,2,,37916562.6115385,,fixed_income,Y,high,short duration strategic income
S000077497,Alpha Architect 1-3 Month Box ETF,EA Series Trust,,BOXX,2023,2024,2,,220573224.54,,fixed_income,Y,medium,"box spread = synthetic T-bill, cash-like"
S000077499,Altrius Global Dividend ETF,EA Series Trust,,DIVD,2023,2024,2,,6745553.163,,equity_longonly,Y,high,Altrius; global dividend equity
S000077503,Burney U.S. Factor Rotation ETF,EA Series Trust,,BRNY,2023,2024,2,,205915828.691,,equity_longonly,Y,high,factor rotation equity
S000077552,FundX ETF,FundX Investment Trust,,XCOR,2023,2024,2,Y,151221231,,allocation_fof,Y,high,FundX; fund_of_funds flag
S000077553,FundX Aggressive ETF,FundX Investment Trust,,XNAV,2023,2024,2,Y,25459701,,allocation_fof,Y,high,FundX; fund_of_funds flag
S000077600,NYLI MacKay High Income ETF,New York Life Investments Active ETF Trust,,IQHI,2023,2025,3,,64468457,,fixed_income,Y,high,MacKay high income credit
S000077614,Soundwatch Hedged Equity ETF,Trust for Advised Portfolios,,SHDG,2022,2022,1,,101539290.811,,equity_longshort,Y,medium,hedged equity overlay
S000077618,God Bless America ETF,Tidal Trust I,,YALL,2023,2025,3,,86768494.74,,equity_longonly,Y,high,thematic US equity
S000077620,Cambiar Aggressive Value ETF,ADVISORS' INNER CIRCLE FUND,,CAMX,2023,2025,3,,59163709,,equity_longonly,Y,high,Cambiar value equity
S000077649,YieldMax AAPL Option Income Strategy ETF,Tidal Trust II,,APLY,2023,2025,3,,130766725.389,,equity_options,Y,high,YieldMax option income
S000077650,YieldMax TSLA Option Income Strategy ETF,Tidal Trust II,,TSLY,2023,2025,3,,1094454606.449,,equity_options,Y,high,YieldMax option income
S000077651,YieldMax AMZN Option Income Strategy ETF,Tidal Trust II,,AMZY,2023,2025,3,,265943312.968,,equity_options,Y,high,YieldMax option income
S000077652,YieldMax BRK.B Option Income Strategy ETF,Tidal Trust II,,BRKC,2025,2025,1,,20589108.906,,equity_options,Y,high,YieldMax single-stock option income
S000077653,YieldMax COIN Option Income Strategy ETF,Tidal Trust II,,CONY,2023,2025,3,,1167604900.71,,equity_options,Y,high,YieldMax single-stock option income
S000077654,YieldMax GOOGL Option Income Strategy ETF,Tidal Trust II,,GOOY,2023,2025,3,,123040770.161,,equity_options,Y,high,YieldMax option income on single stock
S000077655,YieldMax META Option Income Strategy ETF,Tidal Trust II,,FBY,2023,2025,3,,164816686.664,,equity_options,Y,high,YieldMax; option income
S000077656,YieldMax NFLX Option Income Strategy ETF,Tidal Trust II,,NFLY,2023,2025,3,,127260252.237,,equity_options,Y,high,YieldMax single-stock option income
S000077657,YieldMax NVDA Option Income Strategy ETF,Tidal Trust II,,NVDY,2023,2025,3,,1554313512.566,,equity_options,Y,high,YieldMax option income
S000077658,YieldMax XYZ Option Income Strategy ETF,Tidal Trust II,,XYZY,2023,2025,3,,70801463.749,,equity_options,Y,high,YieldMax single-stock option income
S000077664,YieldMax Innovation Option Income Strategy ETF,Tidal Trust II,,OARK,2023,2025,3,,71443293.792,,equity_options,Y,high,YieldMax option income
S000077665,YieldMax Gold Miners Option Income Strategy ETF,Tidal Trust II,,GDXY,2024,2025,2,,83167371.276,,equity_options,Y,high,YieldMax option income on miners equity
S000077686,Capital Group Municipal Income ETF,Capital Group Fixed Income ETF Trust,,CGMU,2022,2025,4,,3633137644.5,,fixed_income,Y,high,muni
S000077687,Capital Group Short Duration Income ETF,Capital Group Fixed Income ETF Trust,,CGSD,2022,2025,4,,1398005642,,fixed_income,Y,high,short duration income
S000077688,Capital Group U.S. Multi-Sector Income ETF,Capital Group Fixed Income ETF Trust,,CGMS,2022,2025,4,,3007006292.15,,fixed_income,Y,high,multi-sector income
S000077708,Alpha Architect High Inflation and Deflation ETF,EA Series Trust,,HIDE,2023,2024,2,Y,21611873.89,,allocation_fof,Y,high,Alpha Architect inflation/deflation FoF
S000077718,iShares Floating Rate Loan Active ETF,BlackRock ETF Trust II,,BRLN,2023,2025,3,Y,58573645.58153846,,fixed_income,Y,high,floating rate loans
S000077722,Harbor Human Capital Factor US Large Cap ETF,Harbor ETF Trust,,HAPI,2022,2023,2,,242264483.53,,equity_longonly,Y,high,Harbor factor equity
S000077725,Goldman Sachs Defensive Equity ETF,Goldman Sachs ETF Trust,,GDEF,2023,2023,1,,6730441,,equity_options,Y,medium,GS defensive equity; options overlay
S000077753,Angel Oak Income ETF,Angel Oak Funds Trust,,CARY,2023,2026,4,,570270755,,fixed_income,Y,high,Angel Oak credit
S000077754,Angel Oak UltraShort Income ETF,Angel Oak Funds Trust,,UYLD,2023,2026,4,,1013789538,,fixed_income,Y,high,ultrashort income
S000077771,VictoryShares WestEnd U.S. Sector ETF,Victory Portfolios II,,MODL,2023,2025,3,,455316819.83,,allocation_fof,Y,medium,WestEnd sector-ETF rotation
S000077779,Aptus Enhanced Yield ETF,ETF Series Solutions,,JUCY,2023,2025,3,,321549393.33,,equity_options,Y,medium,Aptus enhanced yield; bonds + equity options
S000077785,BNY Mellon Global Infrastructure Income ETF,BNY Mellon ETF Trust,,BKGI,2023,2025,3,,132947461,,equity_longonly,Y,high,infrastructure equity income
S000077801,AllianzIM U.S. Equity Buffer10 Nov ETF,AIM ETF Products Trust,,NVBT,2022,2025,4,,33583208.99,,equity_options,Y,high,AllianzIM buffer
S000077802,AllianzIM U.S. Equity Buffer10 Dec ETF,AIM ETF Products Trust,,DECT,2023,2025,3,,93611831.21999999,,equity_options,Y,high,AllianzIM buffer series
S000077803,AllianzIM U.S. Equity Buffer10 Feb ETF,AIM ETF Products Trust,,FEBT,2023,2025,3,,68085251.95999999,,equity_options,Y,high,AllianzIM; buffer
S000077804,AllianzIM U.S. Equity Buffer10 Mar ETF,AIM ETF Products Trust,,MART,2023,2025,3,,27664369.5,,equity_options,Y,high,AllianzIM buffer
S000077805,AllianzIM U.S. Equity Buffer20 Nov ETF,AIM ETF Products Trust,,NVBW,2022,2025,4,,65329450.46,,equity_options,Y,high,AllianzIM buffer
S000077806,AllianzIM U.S. Equity Buffer20 Dec ETF,AIM ETF Products Trust,,DECW,2023,2025,3,,338609408.38,,equity_options,Y,high,AllianzIM buffer series
S000077807,AllianzIM U.S. Equity Buffer20 Feb ETF,AIM ETF Products Trust,,FEBW,2023,2025,3,,90493164.01,,equity_options,Y,high,AllianzIM; buffer
S000077808,AllianzIM U.S. Equity Buffer20 Mar ETF,AIM ETF Products Trust,,MARW,2023,2025,3,,71236401.21999999,,equity_options,Y,high,AllianzIM buffer
S000077857,Simplify Short Term Treasury Futures Strategy ETF,Simplify Exchange Traded Funds,,TUA,2023,2025,3,,608445393,,fixed_income,Y,medium,short-term treasury futures
S000077868,Simplify Enhanced Income ETF,Simplify Exchange Traded Funds,,HIGH,2023,2025,3,,305529551,,other,Y,low,"Simplify; option income on bill collateral, not an equity book"
S000077869,Simplify Treasury Option Income ETF,Simplify Exchange Traded Funds,,BUCK,2023,2025,3,,258246679,,fixed_income,Y,high,"option income on treasuries, bond underlying"
S000077877,FT Energy Income Partners Strategy ETF,First Trust Exchange-Traded Fund IV,,EIPX,2023,2025,3,,372167452.66,,equity_longonly,Y,high,energy income equity
S000077894,The Meet Kevin Pricing Power ETF,Tidal Trust II,,PP,2023,2024,2,,40480361.63,,equity_longonly,Y,high,thematic stock picking
S000077908,Alpha Architect Tail Risk ETF,EA Series Trust,,CAOS,2023,2024,2,Y,189309501.05,,equity_options,Y,medium,tail risk: bills + index options
S000077930,Subversive Decarbonization ETF,Series Portfolios Trust,,DKRB,2023,2023,1,,621778.926,,equity_longonly,Y,high,thematic decarbonization equity
S000077931,Subversive Food Security ETF,Series Portfolios Trust,,KCAL,2023,2023,1,,596630.906,,equity_longonly,Y,high,thematic equity
S000077932,Subversive Mental Health ETF,Series Portfolios Trust,,SANE,2023,2023,1,,614043,,equity_longonly,Y,high,thematic equity
S000077962,Calvert US Select Equity ETF,Morgan Stanley ETF Trust,,CVSE,2023,2024,2,,27205468.27,,equity_longonly,Y,high,Calvert US equity
S000077963,Calvert Ultra-Short Investment Grade ETF,Morgan Stanley ETF Trust,,CVSB,2023,2024,2,,57988641.7,,fixed_income,Y,high,ultra-short IG
S000077996,Harbor Health Care ETF,Harbor ETF Trust,,MEDI,2023,2025,3,,17128645.17,,equity_longonly,Y,high,Harbor health care equity
S000077998,Adaptiv Select ETF,Series Portfolios Trust,,ADPV,2023,2025,3,,123312050,,equity_longonly,Y,medium,looked up: large-cap equity / T-bill momentum toggle
S000078008,Innovator Gradient Tactical Rotation Strategy ETF,Innovator ETFs Trust,,IGTR,2023,2025,3,,89879792.0241918,,allocation_fof,Y,medium,tactical rotation strategy
S000078017,Strive 1000 Growth ETF,EA Series Trust,,STXG,2023,2023,1,,11061087.62,,equity_longonly,Y,high,Strive growth equity
S000078018,Strive 1000 Value ETF,EA Series Trust,,STXV,2023,2023,1,,7678805.2,,equity_longonly,Y,high,Strive value equity
S000078019,Strive Small-Cap ETF,EA Series Trust,,STXK,2023,2023,1,,9303525.53,,equity_longonly,Y,high,Strive small cap equity
S000078020,Strive 1000 Dividend Growth ETF,EA Series Trust,,STXD,2023,2023,1,,9929529.93,,equity_longonly,Y,high,Strive dividend growth equity
S000078027,BTD Capital Fund,ETF Series Solutions,,DIP,2023,2023,1,,1623506.252,,equity_longonly,Y,medium,BTD Capital; buy-the-dip US stocks
S000078061,Simplify Propel Opportunities ETF,Simplify Exchange Traded Funds,,SURI,2023,2025,3,,85322719,,equity_longonly,Y,medium,small cap private placements
S000078089,EA Bridgeway Omni Small-Cap Value ETF,EA Series Trust,,BSVO,2023,2025,3,,1428587957.71,,equity_longonly,Y,high,Bridgeway small-cap value
S000078169,Federated Hermes U.S. Strategic Dividend ETF,Federated Hermes ETF Trust,,FDV,2023,2025,3,,332109258.276165,,equity_longonly,Y,high,Federated Hermes; dividend equity
S000078265,Nicholas Fixed Income Alternative ETF,Tidal Trust II,,FIAX,2023,2025,3,,159024175.915,,equity_options,Y,low,Nicholas options income sold as fixed-income alternative
S000078276,Virtus Stone Harbor Emerging Markets High Yield Bond ETF,Virtus ETF Trust II,,VEMY,2023,2025,3,,12032411,,fixed_income,Y,high,EM high yield bond
S000078286,Vest 10  Year Interest Rate Hedge ETF,ETF Series Solutions,,RYSE,2023,2024,2,,5295132.205,,fixed_income,Y,medium,10-year rate hedge options
S000078298,Tema American Reshoring ETF,Tema ETF Trust,,RSHO,2024,2026,3,,9423415,,equity_longonly,Y,high,thematic equity
S000078299,Tema Oncology ETF,Tema ETF Trust,,CANC,2024,2026,3,,10865249,,equity_longonly,Y,high,Tema thematic equity
S000078301,Tema Luxury ETF,Tema ETF Trust,,LUX,2024,2025,2,,7004769,,equity_longonly,Y,high,Tema thematic luxury equity
S000078302,Tema Monopolies and Oligopolies ETF,Tema ETF Trust,,TOLL,2024,2026,3,,6001800,,equity_longonly,Y,high,Tema thematic equity
S000078303,Tema Alternative Asset Managers ETF,Tema ETF Trust,,AAUM,2026,2026,1,,2364011,,equity_longonly,Y,high,Tema thematic equity
S000078313,PIMCO Preferred and Capital Securities Active Exchange-Traded Fund,PIMCO ETF Trust,,PRFD,2023,2025,3,,165457640.38,,fixed_income,Y,high,preferred and capital securities
S000078329,Panagram BBB-B CLO ETF,Series Portfolios Trust,,CLOZ,2023,2024,2,,248303330,,fixed_income,Y,high,CLO
S000078790,Defiance Pure Electric Vehicle ETF,ETF Series Solutions,,EVXX,2023,2023,1,,3710306.316,,equity_longonly,Y,high,EV thematic equity
S000078920,Unusual Whales Subversive Democratic Trading ETF,Series Portfolios Trust,,NANC,2023,2024,2,,71747156,,equity_longonly,Y,high,congressional-disclosure stock portfolio
S000078921,Unusual Whales Subversive Republican Trading ETF,Series Portfolios Trust,,KRUZ,2023,2024,2,,16000474,,equity_longonly,Y,high,congressional-trading equity
S000078930,TrueShares Eagle Global Renewables Income ETF,Listed Funds Trust,,RNWZ,2022,2024,3,,2462968,,equity_longonly,Y,medium,renewable-energy equity income
S000078941,Invesco AAA CLO Floating Rate Note ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,ICLO,2023,2025,3,,321622803.235,,fixed_income,Y,high,Invesco AAA CLO
S000078942,Invesco High Yield Select ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,HIYS,2023,2025,3,,8706282.63083333,,fixed_income,Y,high,Invesco high yield
S000078943,Invesco Rochester High Yield Municipal ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,IROC,2023,2025,3,,34422078.53583333,,fixed_income,Y,high,municipal high yield
S000078944,Invesco Short Duration Total Return Bond ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,GTOS,2023,2025,3,,16882837.03333333,,fixed_income,Y,high,Invesco short duration bond
S000078972,Horizon Kinetics Medical ETF,Listed Funds Trust,,MEDX,2023,2025,3,,16683318,,equity_longonly,Y,high,Horizon Kinetics medical equity
S000078973,Horizon Kinetics SPAC Active ETF,Listed Funds Trust,,SPAQ,2023,2025,3,,15143391,,equity_longonly,Y,medium,SPAC equities
S000078987,Dimensional US Large Cap Value ETF,Dimensional ETF Trust,,DFLV,2023,2025,3,,3438886283.71,,equity_longonly,Y,high,Dimensional equity
S000078988,Dimensional Global Real Estate ETF,Dimensional ETF Trust,,DFGR,2023,2025,3,,2417920749.72,,equity_longonly,Y,medium,global REIT equity
S000079010,ClearBridge Sustainable Infrastructure ETF,Franklin Templeton ETF Trust,,INFR,2023,2025,3,,8911692.65384615,,equity_longonly,Y,high,infrastructure equity
S000079041,John Hancock International High Dividend ETF,John Hancock Exchange-Traded Fund Trust,,JHID,2023,2026,4,,10036674,,equity_longonly,Y,high,intl high dividend equity
S000079047,Fidelity Tactical Bond ETF,Fidelity Merrimack Street Trust,,FTBD,2023,2025,3,,28773274,,fixed_income,Y,high,Fidelity; tactical bond
S000079056,Global X Emerging Markets ex-China ETF,Global X Funds,,EMM,2023,2025,3,,23321428.53,,equity_longonly,Y,high,Global X; EM ex-China equity
S000079059,Global X Emerging Markets Great Consumer ETF,Global X Funds,,EMC,2023,2025,3,,89112047.79,,equity_longonly,Y,high,Global X; EM consumer equity
S000079062,Hennessy Sustainable ETF,Hennessy Funds Trust,,STNC,2023,2025,3,,95197598,,equity_longonly,Y,high,sustainable equity
S000079064,iShares AAA CLO Active ETF,BlackRock ETF Trust II,,CLOA,2023,2025,3,,686511786.70461538,,fixed_income,Y,high,CLO
S000079075,FT Vest U.S. Small Cap Moderate Buffer ETF - May,First Trust Exchange-Traded Fund VIII,,SMAY,2023,2025,3,,82306328.55,,equity_options,Y,high,FT Vest buffer
S000079105,PGIM Jennison Focused Value ETF,PGIM ETF Trust,,PJFV,2023,2025,3,,16867241,,equity_longonly,Y,high,Jennison focused value
